,abs_delta_arousal,abs_delta_arousal,abs_delta_arousal,abs_delta_valence,abs_delta_valence,abs_delta_valence,delta_affect_shift_mag,delta_affect_shift_mag,delta_affect_shift_mag,delta_arousal,delta_arousal,delta_arousal,delta_valence,delta_valence,delta_valence
perturbation,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap,deletion,mask,replacement_lowgap
original_post_id,,,,,,,,,,,,,,,
111jhma,0.10206506864289366,0.04455180448266294,0.11234978566382026,0.11743097876849573,0.1642767766175659,0.0333896032492933,0.1555869949951007,0.17021081815947856,0.11720639890318092,-0.10206506864289366,0.04455180448266294,-0.11234978566382026,0.11743097876849573,0.1642767766175659,-0.0333896032492933
111jkeu,0.049006018376077876,0.03337915065199937,0.03746464740874256,0.12582876877532456,0.12239543985479262,0.047132271164619155,0.13503506540373347,0.12686532779091783,0.06020839468543063,-0.049006018376077876,-0.03337915065199937,-0.03746464740874256,0.12582876877532456,0.12239543985479262,0.047132271164619155
111tkyn,0.09952557287491448,0.13412136221232807,0.016956699643947637,0.017178300362846954,0.012655516181609094,0.009907616457399016,0.10099719629492743,0.13471711803447056,0.019639005236568825,-0.09952557287491448,-0.13412136221232807,-0.016956699643947637,0.017178300362846954,0.012655516181609094,0.009907616457399016
111y4ka,0.1089638290587649,0.15524818318240197,0.04160444361844373,0.031517176953097525,0.1792899695849135,0.010269889057953563,0.11343036844796282,0.23716427128721526,0.042853242001777855,0.1089638290587649,0.15524818318240197,0.04160444361844373,0.031517176953097525,0.1792899695849135,0.010269889057953563
112bkrk,0.06774815324613126,0.02574663592608939,0.03445492558069585,0.0011825425347842256,0.04596933810102133,0.19431565778185078,0.067758473087193,0.052688417199196716,0.19734669177861744,0.06774815324613126,-0.02574663592608939,0.03445492558069585,-0.0011825425347842256,-0.04596933810102133,0.19431565778185078
112g61q,0.03965849637999419,0.029098415211854523,0.013599812853154702,0.05835918212835711,0.03897804309616326,0.004554816779124948,0.07055912750178228,0.048641603709662445,0.014342289410419455,0.03965849637999419,0.029098415211854523,-0.013599812853154702,0.05835918212835711,0.03897804309616326,0.004554816779124948
112iteo,0.028229028589162652,0.0854247617172259,0.1324095550472535,0.1266182228801922,0.03300644796743146,0.04527724707568126,0.12972683770302038,0.0915795584280225,0.13993684064807216,-0.028229028589162652,-0.0854247617172259,-0.1324095550472535,-0.1266182228801922,-0.03300644796743146,-0.04527724707568126
112nhmn,0.028281726485286818,0.09938877367633658,0.18881893436482589,0.07637642771894626,0.20025051445398123,0.09819226013582405,0.08144455024184244,0.2235584864682399,0.2128245989664958,-0.028281726485286818,0.09938877367633658,-0.18881893436482589,0.07637642771894626,0.20025051445398123,0.09819226013582405
112o5g5,0.11421108227744003,0.09853816951041239,0.027180314262594152,0.2327066867736285,0.07223996125358756,0.26971763263394166,0.25922301862323843,0.12218176153740212,0.2710836971067631,0.11421108227744003,0.09853816951041239,0.027180314262594152,-0.2327066867736285,-0.07223996125358756,-0.26971763263394166
112y6wg,0.15537098029155505,0.07585345098531882,0.13304039202219897,0.11816066075512754,0.11340931963700829,0.291138229678122,0.19519754933617156,0.1364383370131404,0.3200956336620843,-0.15537098029155505,-0.07585345098531882,-0.13304039202219897,-0.11816066075512754,-0.11340931963700829,-0.291138229678122
1131bpi,0.03754715604157077,0.043575262225111544,0.007419189726542541,0.03395202168606648,0.02373845360613469,0.03586123191503443,0.05062142533928883,0.04962174581368376,0.036620654427007696,-0.03754715604157077,-0.043575262225111544,0.007419189726542541,0.03395202168606648,-0.02373845360613469,-0.03586123191503443
1133os2,0.036275783138517426,0.025659659889280206,0.032184437187000814,0.00012877072983807913,0.019009417839144227,0.022048900460983623,0.03627601169111081,0.03193393355377177,0.03901271598571887,-0.036275783138517426,-0.025659659889280206,-0.032184437187000814,0.00012877072983807913,-0.019009417839144227,-0.022048900460983623
1135k2s,0.09497446943561627,0.038215613305286666,0.05746699991944659,0.0006168192925040117,0.012532823354724165,0.004014132119738889,0.09497647240562483,0.040218214300735966,0.057607025061327324,-0.09497446943561627,-0.038215613305286666,-0.05746699991944659,-0.0006168192925040117,-0.012532823354724165,-0.004014132119738889
1135lm7,0.01408228631096664,0.05371742163525317,0.032117123982024154,0.045490577330576265,0.06378938961685332,0.21106818743822142,0.047620409632983814,0.08339452988554033,0.2134977503425572,-0.01408228631096664,0.05371742163525317,0.032117123982024154,-0.045490577330576265,-0.06378938961685332,0.21106818743822142
1137aho,0.03929176549960234,0.008290811320924796,0.0513665231932503,0.0013575756463310995,0.023704639431874952,0.002159131609395182,0.03931521140361898,0.025112695652883932,0.05141188145039443,0.03929176549960234,0.008290811320924796,0.0513665231932503,0.0013575756463310995,-0.023704639431874952,-0.002159131609395182
11388ow,0.025412693574629053,0.05491032816480512,0.005365445867438368,0.10055234229718124,0.053040122678631896,0.04620091102349555,0.10371392643308562,0.07634395033616555,0.046511419982165285,-0.025412693574629053,-0.05491032816480512,-0.005365445867438368,0.10055234229718124,0.053040122678631896,0.04620091102349555
113ad8h,0.019170045788860612,0.10009956410629961,0.03184093705274993,0.057952381920681084,0.011403734531603149,0.11506683629781467,0.06104071776959619,0.1007470490661561,0.11939104693395257,0.019170045788860612,0.10009956410629961,-0.03184093705274993,-0.057952381920681084,0.011403734531603149,-0.11506683629781467
113co7a,0.12334260277675746,0.23012111217600495,0.1984450350909075,0.19731272021408852,0.17231088560465047,0.39677225586905873,0.23269230158737128,0.28748350833914,0.4436312150645549,0.12334260277675746,0.23012111217600495,0.1984450350909075,-0.19731272021408852,-0.17231088560465047,-0.39677225586905873
113qxjq,0.11324482382362877,0.159152557798504,0.024530119000198525,0.0453436165457326,0.08379540799849927,0.0500326613769948,0.1219853830763799,0.17986441297666728,0.055722472510010966,0.11324482382362877,0.159152557798504,0.024530119000198525,0.0453436165457326,0.08379540799849927,0.0500326613769948
113tbdn,0.08840959176775032,0.13970724259605127,0.10422164787005439,0.01137487106558499,0.06932273759196139,0.05280634670935136,0.089138339721463,0.15596075012975497,0.1168360481081838,-0.08840959176775032,-0.13970724259605127,-0.10422164787005439,-0.01137487106558499,-0.06932273759196139,-0.05280634670935136
113zdff,0.01848989615698038,0.07386436693650822,0.03058889877543347,0.024422405332538144,0.06985555489607487,0.09165021581380284,0.03063217494927034,0.10166485751118554,0.09662009515111414,-0.01848989615698038,-0.07386436693650822,-0.03058889877543347,0.024422405332538144,0.06985555489607487,-0.09165021581380284
1143nto,0.04318056571106865,0.3138348094628576,0.008148384028807243,0.035816215922769956,0.23150055072215636,0.00798731876151848,0.05610135986011745,0.38998050286552766,0.011410233270140714,0.04318056571106865,0.3138348094628576,0.008148384028807243,0.035816215922769956,0.23150055072215636,-0.00798731876151848
1143okq,0.0005094638996077094,0.038109098498154026,0.022059892789215496,0.11865937930965931,0.0706655854891487,0.1024380759198884,0.11866047299593327,0.08028653910131006,0.10478644124141492,-0.0005094638996077094,0.038109098498154026,0.022059892789215496,-0.11865937930965931,-0.0706655854891487,-0.1024380759198884
1144ier,0.11190667616071259,0.18216185648893202,0.19732188005695406,0.1209900170458642,0.037686386624552703,0.12339215944429416,0.16480803498038896,0.18601936914286515,0.23272634006819484,-0.11190667616071259,-0.18216185648893202,-0.19732188005695406,0.1209900170458642,0.037686386624552703,0.12339215944429416
11466hm,0.09770511350206501,0.182130961555945,0.13635867151359982,0.058684824605326646,0.0014494943550813488,0.00809793243424739,0.11397454910377737,0.18213672938531242,0.1365989158326795,-0.09770511350206501,-0.182130961555945,-0.13635867151359982,0.058684824605326646,-0.0014494943550813488,0.00809793243424739
114b3vb,0.03354050094538863,0.014153513068538182,0.03516608061757154,0.043931195824740144,0.041880183452595254,0.05336271706019691,0.05527128703277391,0.044207145329735034,0.0639080026135082,0.03354050094538863,0.014153513068538182,-0.03516608061757154,0.043931195824740144,0.041880183452595254,0.05336271706019691
114ccaz,0.11323247169633,0.1373602995769394,0.19579566310910312,0.12935314178179436,0.10790040949197266,0.0544845340981146,0.17191226813488666,0.1746721221843999,0.20323510067953818,-0.11323247169633,-0.1373602995769394,-0.19579566310910312,0.12935314178179436,0.10790040949197266,0.0544845340981146
114lpek,0.041029466303968753,0.01667029244388285,0.01025247969953913,0.053338902390668075,0.020911218702443612,0.07357113932196402,0.06729380070578361,0.026742806841952942,0.07428206971484641,0.041029466303968753,-0.01667029244388285,-0.01025247969953913,0.053338902390668075,-0.020911218702443612,0.07357113932196402
114zd4k,0.022368976309700805,0.004737046446209092,0.17742403244270566,0.19073755156781091,0.15939827983690957,0.22076298733218325,0.19204474655461753,0.15946865279420677,0.28322355810218186,-0.022368976309700805,-0.004737046446209092,0.17742403244270566,-0.19073755156781091,-0.15939827983690957,-0.22076298733218325
1150hdm,0.0795543849868281,0.08114009872210026,0.5865429900038457,0.1627601746051992,0.1016591092867003,0.2732517748366883,0.1811622880407161,0.1300703275985628,0.6470697115257765,-0.0795543849868281,-0.08114009872210026,0.5865429900038457,-0.1627601746051992,-0.1016591092867003,-0.2732517748366883
115f8cu,0.1369634628791747,0.057929575258769184,0.17176583481229013,0.03760133067519433,0.11761705703513581,0.1092565343525238,0.14203115937145758,0.1311091445905578,0.20356937959203775,-0.1369634628791747,0.057929575258769184,-0.17176583481229013,0.03760133067519433,0.11761705703513581,-0.1092565343525238
115lbfg,0.052570774795222874,0.013699016512548567,0.003694569689029592,0.012182792793488106,0.03458133811528907,0.02100285702288507,0.05396393983781305,0.037195859974666845,0.021325333486509626,0.052570774795222874,-0.013699016512548567,0.003694569689029592,-0.012182792793488106,-0.03458133811528907,-0.02100285702288507
115ozwh,0.09959930366627656,0.04798755007526001,0.16409938261825108,0.08273641038993329,0.10733726375269725,0.029563721258121234,0.12948102137000092,0.11757590379045225,0.16674117964773744,0.09959930366627656,0.04798755007526001,0.16409938261825108,0.08273641038993329,0.10733726375269725,0.029563721258121234
115q1xq,0.02079524744006367,0.058273399846529905,0.07226555702400628,0.031020945018308765,0.0423803694658238,0.03881396474446497,0.0373462360342031,0.07205473506809447,0.08202947391745526,0.02079524744006367,-0.058273399846529905,-0.07226555702400628,0.031020945018308765,-0.0423803694658238,0.03881396474446497
1161d3w,0.016709831807034448,0.06423330178152398,0.05261811987503151,0.11804921169284288,0.006862059770523565,0.15674819267124196,0.1192259823206377,0.06459879969512258,0.16534407290521175,-0.016709831807034448,0.06423330178152398,0.05261811987503151,-0.11804921169284288,-0.006862059770523565,-0.15674819267124196
116anlt,0.05084332110713019,0.03741437220866661,0.032843667034023305,0.017162313978393406,0.03629689892882837,0.039893798847774775,0.05366179574236878,0.05212772889373012,0.051674187470617326,-0.05084332110713019,-0.03741437220866661,-0.032843667034023305,0.017162313978393406,-0.03629689892882837,-0.039893798847774775
116dzdl,0.1594134890076635,0.15269182642461487,0.030888649525585343,0.041393701611282196,0.004403224507969483,0.041517215004331476,0.16470002735482564,0.15275530184891226,0.051747345934166813,0.1594134890076635,0.15269182642461487,0.030888649525585343,-0.041393701611282196,0.004403224507969483,-0.041517215004331476
116hspo,0.12374610057979796,0.14459293192912215,0.09271443057656947,0.026496725301755397,0.01751821112103258,0.016661319693841214,0.1265510721425234,0.14565027869777944,0.09419960303036262,-0.12374610057979796,-0.14459293192912215,-0.09271443057656947,0.026496725301755397,-0.01751821112103258,0.016661319693841214
116jsjd,0.04032554661197185,0.05073137803366823,0.043226204778511246,0.002965535472420733,0.06068615141044198,0.13142014287792847,0.04043444212787534,0.07909792468962788,0.1383465168828219,0.04032554661197185,-0.05073137803366823,0.043226204778511246,-0.002965535472420733,-0.06068615141044198,-0.13142014287792847
116kv1o,0.34800329250869355,0.30249499659798706,0.21375652714792537,0.09539527119977409,0.08192678622124072,0.4669694053991247,0.36084144629486475,0.3133930778867923,0.5135681828902116,-0.34800329250869355,-0.30249499659798706,-0.21375652714792537,-0.09539527119977409,-0.08192678622124072,-0.4669694053991247
116sn0p,0.09392919818471679,0.002927024972706249,0.12909837750889164,0.17213418973498573,0.111412736760502,0.1351460615279354,0.19609404261053895,0.1114511793910489,0.1868979641995621,-0.09392919818471679,0.002927024972706249,0.12909837750889164,-0.17213418973498573,-0.111412736760502,-0.1351460615279354
1170ij1,0.13678809294929994,0.14542187389764383,0.11020988397594333,0.007870134294328146,0.06390434907034859,0.0712167134100854,0.1370143108821742,0.15884359363224942,0.13121752472488243,-0.13678809294929994,-0.14542187389764383,-0.11020988397594333,-0.007870134294328146,-0.06390434907034859,-0.0712167134100854
1177vim,0.20991481227852304,0.1308733554971111,0.12478171624144441,0.061851980698338416,0.10204751092821773,0.027486186770603105,0.218837601728394,0.16595640893233962,0.12777310816971163,0.20991481227852304,0.1308733554971111,-0.12478171624144441,-0.061851980698338416,-0.10204751092821773,0.027486186770603105
117eau3,0.04503507094380499,0.005074877847292214,0.039407356958307105,0.03165807050206837,0.030794153908091815,0.01318116338459241,0.05504898766396599,0.031209522586546943,0.04155337351660819,-0.04503507094380499,-0.005074877847292214,-0.039407356958307105,-0.03165807050206837,0.030794153908091815,-0.01318116338459241
117eu9n,0.07148345377401455,0.062421375152519776,0.04985237136573328,0.08228941718543492,0.13762069202410654,0.14435007736274663,0.10900198321214265,0.1511154623098695,0.15271608875759593,-0.07148345377401455,-0.062421375152519776,0.04985237136573328,-0.08228941718543492,-0.13762069202410654,-0.14435007736274663
117iyhi,0.17516420921338494,0.22470141203111282,0.18635837948351375,0.020788775039651375,0.044126076722191376,0.03927684120463715,0.17639351846652337,0.228993089886286,0.1904523978812963,-0.17516420921338494,-0.22470141203111282,-0.18635837948351375,-0.020788775039651375,-0.044126076722191376,0.03927684120463715
117kj18,0.08915619404311936,0.046237252200542756,0.007307526537348785,0.01740838010302781,0.0004082645832870213,0.020440311792475185,0.09083985157443757,0.046239054607837324,0.021707286570818954,0.08915619404311936,0.046237252200542756,0.007307526537348785,0.01740838010302781,-0.0004082645832870213,0.020440311792475185
117kkth,0.061335528505147785,0.01519559057688813,0.03905310461067124,0.07680636505714222,0.10330265366055347,0.03810383443022092,0.09829173297025948,0.1044142912933506,0.054562323795983254,0.061335528505147785,-0.01519559057688813,-0.03905310461067124,-0.07680636505714222,-0.10330265366055347,-0.03810383443022092
117o8ri,0.04277528747132431,0.05573728770088593,0.061685168398933676,0.0045040503248452435,0.010227830194648346,0.0029738642603955867,0.0430117622003932,0.05666792523766765,0.06175681232903836,-0.04277528747132431,-0.05573728770088593,0.061685168398933676,0.0045040503248452435,-0.010227830194648346,-0.0029738642603955867
117ua2x,0.05223640209712643,0.08349293564272164,0.10037932498361846,0.0265343164737728,0.019168446481406587,0.0005447127430797671,0.0585893476220977,0.08566504329509328,0.10038080292635321,-0.05223640209712643,-0.08349293564272164,0.10037932498361846,0.0265343164737728,-0.019168446481406587,0.0005447127430797671
1183upq,0.043278846583257646,0.04690767106448046,0.06128140550353933,0.09955197631959223,0.07242273305092617,0.0615895170452454,0.10855254281090704,0.08628662623639431,0.08688313570743056,-0.043278846583257646,-0.04690767106448046,0.06128140550353933,0.09955197631959223,0.07242273305092617,0.0615895170452454
118bcbj,0.10375332267319681,0.09218896415961764,0.10533340227345578,0.12469241948476473,0.1558572879707958,0.19829021292271154,0.16221267349591717,0.18108091927763906,0.22453092031040164,-0.10375332267319681,-0.09218896415961764,-0.10533340227345578,-0.12469241948476473,-0.1558572879707958,-0.19829021292271154
118dgar,0.12646988585751107,0.06229173073094607,0.25174938903689004,0.14710548933870982,0.179220280280461,0.09036920070262866,0.19399653868663003,0.18973710386021939,0.26747775106741006,0.12646988585751107,0.06229173073094607,0.25174938903689004,-0.14710548933870982,-0.179220280280461,0.09036920070262866
118gm4m,0.00851929970185683,0.06222806262187408,0.002680027243191496,0.02317419416224986,0.03627378974695805,0.04285505741864437,0.024690519283314262,0.07202860265393465,0.04293877609317195,0.00851929970185683,-0.06222806262187408,-0.002680027243191496,0.02317419416224986,0.03627378974695805,0.04285505741864437
118mxsr,0.03068729637824541,0.029494688075255127,0.07745473084900434,0.11991014719500326,0.19359768389996512,0.10209140589605026,0.1237746078940815,0.1958315598571574,0.1281479242466447,-0.03068729637824541,-0.029494688075255127,-0.07745473084900434,-0.11991014719500326,-0.19359768389996512,0.10209140589605026
118ntnl,0.07444574536300097,0.10742435934004124,0.08057847206414337,0.10967017283750691,0.18251572097869495,0.1559926707741779,0.13255080464810998,0.21178286376378785,0.17557506513014023,-0.07444574536300097,-0.10742435934004124,-0.08057847206414337,-0.10967017283750691,-0.18251572097869495,-0.1559926707741779
118v7h3,0.024818812157235026,0.03055293228450484,0.09505533259174204,0.18653996432996234,0.22468246107330625,0.1601405345402407,0.1881837711629771,0.22675028111369414,0.18622703095136514,-0.024818812157235026,-0.03055293228450484,-0.09505533259174204,-0.18653996432996234,-0.22468246107330625,-0.1601405345402407
118vbep,0.08037066077929467,0.09472896599629799,0.0612553301088381,0.04915722844346426,0.15615346220482307,0.14403233175518082,0.09421186879763815,0.18264030430680103,0.15651686189537917,-0.08037066077929467,-0.09472896599629799,-0.0612553301088381,-0.04915722844346426,-0.15615346220482307,-0.14403233175518082
118yq2i,0.04314677504330566,0.05808457346725371,0.05174141154537937,0.016173727671519922,0.04467561762600014,0.03145478764130716,0.046078559693528975,0.07327843124096864,0.060552269439452445,-0.04314677504330566,-0.05808457346725371,0.05174141154537937,-0.016173727671519922,-0.04467561762600014,-0.03145478764130716
119120r,0.07192903511685245,0.1265047284332903,0.30977907124048,0.07720867216494653,0.15457615931984403,0.08271535614107517,0.10552234431775852,0.1997429231438609,0.32063203695226605,-0.07192903511685245,-0.1265047284332903,0.30977907124048,-0.07720867216494653,-0.15457615931984403,-0.08271535614107517
1192k1e,0.03538470694389728,0.03292689297006479,0.02197339515537733,0.005372157500675101,0.07338854738591483,0.023258802465475625,0.03579018806485309,0.08043667800249317,0.03199690589388879,-0.03538470694389728,-0.03292689297006479,-0.02197339515537733,-0.005372157500675101,-0.07338854738591483,-0.023258802465475625
1195nqf,0.03853055673293504,0.16669586855529683,0.1538511612968767,0.0236092827017389,0.20418698405844093,0.09393526172128919,0.0451885165926096,0.26359028254525396,0.18026095868779982,0.03853055673293504,0.16669586855529683,0.1538511612968767,0.0236092827017389,0.20418698405844093,-0.09393526172128919
119bjdl,0.0004818944988440599,0.007058809286109913,0.005627940902499073,0.07959245022551942,0.09336332010881154,0.0975677363541596,0.07959390903335381,0.09362978335058822,0.09772991812171347,0.0004818944988440599,-0.007058809286109913,-0.005627940902499073,-0.07959245022551942,-0.09336332010881154,-0.0975677363541596
119lku4,0.01062189696345106,0.009330758508717008,0.13718932380563587,0.005279580065720602,0.0017120793135667611,0.027078842840538186,0.011861646629896087,0.0094865309741727,0.1398362409957811,-0.01062189696345106,-0.009330758508717008,0.13718932380563587,0.005279580065720602,-0.0017120793135667611,0.027078842840538186
119n8bz,0.10920190639709393,0.1240366873546499,0.1386013425982826,0.30613454190068,0.0521577585405506,0.46957223003687343,0.32502832815848354,0.1345567968773393,0.4896002567318045,-0.10920190639709393,0.1240366873546499,0.1386013425982826,-0.30613454190068,0.0521577585405506,-0.46957223003687343
119wk5y,0.030681092385766107,0.016760395647299475,0.01359097263971698,0.06943976398993357,0.06755020974085646,0.18863897958619358,0.07591581029641711,0.06959843172290389,0.18912794388089219,0.030681092385766107,-0.016760395647299475,-0.01359097263971698,0.06943976398993357,0.06755020974085646,0.18863897958619358
11a2pcy,0.10529334673314183,0.12240302598534036,0.048846354481841825,0.012480870139289113,0.06600823576607473,0.07585003399674228,0.1060304719677293,0.13906684708915212,0.09021748169547135,-0.10529334673314183,-0.12240302598534036,-0.048846354481841825,-0.012480870139289113,-0.06600823576607473,-0.07585003399674228
11a4ak3,0.1508668676096443,0.1351128486229376,0.3117566470259492,0.08017370781377409,0.1475291652320383,0.29667618919869554,0.17084681784263459,0.20005083468225499,0.43035911539355415,-0.1508668676096443,-0.1351128486229376,-0.3117566470259492,-0.08017370781377409,-0.1475291652320383,0.29667618919869554
11a7pal,0.10090006407058016,0.09863326721294818,0.009224527812484062,0.30032216489111985,0.3356654176306,0.2784199386945385,0.31681891618767993,0.34985681927643764,0.2785727089577044,0.10090006407058016,0.09863326721294818,-0.009224527812484062,-0.30032216489111985,-0.3356654176306,-0.2784199386945385
11a7tlk,0.08590273006632021,0.060290888010150034,0.1797755162746313,0.07455263101537923,0.02988516789331941,0.2670079478975529,0.11374257700686387,0.06729126568184271,0.32188892570617045,-0.08590273006632021,0.060290888010150034,-0.1797755162746313,-0.07455263101537923,-0.02988516789331941,-0.2670079478975529
11afypu,0.001759896856816212,0.12943025504107109,0.021474480127149143,0.052433109817088486,0.07144093684545716,0.1072568726230223,0.052462636628723615,0.14783774341267966,0.10938551102226728,0.001759896856816212,0.12943025504107109,0.021474480127149143,-0.052433109817088486,0.07144093684545716,-0.1072568726230223
11ai7ns,0.1031268197557278,0.1729451613775339,0.06697069957320068,0.008081037466920904,0.09129308539870618,0.056018918032124,0.10344295103810673,0.19556189885945754,0.08731090297788546,-0.1031268197557278,-0.1729451613775339,-0.06697069957320068,-0.008081037466920904,-0.09129308539870618,-0.056018918032124
11aufjr,0.15810222336992297,0.0764307960154067,0.19524626191639793,0.22371202633966458,0.27385772292867916,0.2006463649019654,0.27394047485450523,0.2843232649419142,0.27996440227410935,0.15810222336992297,0.0764307960154067,-0.19524626191639793,-0.22371202633966458,-0.27385772292867916,0.2006463649019654
11axfco,0.03617113395989069,0.05892086728199075,0.02762034986597417,0.048834471184737716,0.1022171076515761,0.08491502804163353,0.060771346108485495,0.11798307377719851,0.08929415274266411,-0.03617113395989069,-0.05892086728199075,-0.02762034986597417,-0.048834471184737716,-0.1022171076515761,-0.08491502804163353
11b0cap,0.017171849637068082,0.012638460548955788,0.0076776087603471765,0.018518211867645462,0.011110688586637885,0.08247664506393626,0.025254635034644243,0.01682789606328602,0.08283322194192064,0.017171849637068082,0.012638460548955788,0.0076776087603471765,0.018518211867645462,-0.011110688586637885,0.08247664506393626
11b2snj,0.12902596514919473,0.12159952239784477,0.06970732830787707,0.005218302870877878,0.002774910234147221,0.008474838120838157,0.12913144608318078,0.1216311801068769,0.07022061307761825,-0.12902596514919473,-0.12159952239784477,-0.06970732830787707,0.005218302870877878,-0.002774910234147221,0.008474838120838157
11bwq7s,0.00619113528955495,0.0018295830695223003,0.004204850238078706,0.060235612806493144,0.054106703470652384,0.0010578099990627976,0.060552945480359034,0.05413762771556757,0.0043358652560691715,0.00619113528955495,-0.0018295830695223003,0.004204850238078706,0.060235612806493144,0.054106703470652384,-0.0010578099990627976
11c0at5,0.03265442007193786,0.007841678092469495,0.02852806791076712,0.025234380144053326,0.021163976862416334,0.0030782438608931706,0.041268451527639985,0.02257002064551138,0.0286936620874448,-0.03265442007193786,-0.007841678092469495,-0.02852806791076712,0.025234380144053326,0.021163976862416334,-0.0030782438608931706
11caqar,0.17426805529335887,0.21216501546096822,0.1597736713789022,0.35781412400399315,0.30361629839923054,0.39106769479658343,0.39799535478755804,0.37040093201719065,0.4224471185597165,0.17426805529335887,0.21216501546096822,0.1597736713789022,-0.35781412400399315,-0.30361629839923054,-0.39106769479658343
11cp6qf,0.03538694051446889,0.04222581802810321,0.01030069739431827,0.030477059894981284,0.04157271704139909,0.02559484570546111,0.046702106363812286,0.05925631198738849,0.02758986215071899,0.03538694051446889,-0.04222581802810321,-0.01030069739431827,-0.030477059894981284,-0.04157271704139909,-0.02559484570546111
11cs2yl,0.09569628664550134,0.016204523949592264,0.06696923341825389,0.07316485315010368,0.02505120222709145,0.07924768056969267,0.12046109336301988,0.029835370442740292,0.10375487024860384,0.09569628664550134,0.016204523949592264,0.06696923341825389,0.07316485315010368,0.02505120222709145,0.07924768056969267
11cs48o,0.03298751261984911,0.016028930469304647,0.06425907903424388,0.06005161258574265,0.07147511261501283,0.09798239233078121,0.06851548848977748,0.07325038112746286,0.11717413727095384,0.03298751261984911,-0.016028930469304647,0.06425907903424388,-0.06005161258574265,-0.07147511261501283,-0.09798239233078121
11cs8cv,0.0436789750863138,0.03800606821986641,0.08918327809916349,0.03391471066386398,0.01993997547934434,0.1922561229811106,0.05529973294695401,0.042919271238570596,0.21193412636062336,0.0436789750863138,0.03800606821986641,-0.08918327809916349,-0.03391471066386398,0.01993997547934434,-0.1922561229811106
11csl7r,0.08845731789415545,0.10506313743644125,0.0005513526932094948,0.08833037052409498,0.12340772833781966,0.021659080116466,0.1250078055401005,0.16207322499873208,0.02166609658622896,0.08845731789415545,0.10506313743644125,0.0005513526932094948,0.08833037052409498,0.12340772833781966,0.021659080116466
11cw9ko,0.11194728922394415,0.035679301033627375,0.07738825522946602,0.19290899534716388,0.07628579695068627,0.3342009933420087,0.22303828382240007,0.08421719146735741,0.34304408754305377,-0.11194728922394415,0.035679301033627375,-0.07738825522946602,-0.19290899534716388,-0.07628579695068627,-0.3342009933420087
11d0how,0.005211907453239739,0.00021403974103595402,0.020112801150862225,0.02675890901794986,0.0394029699519578,0.009696463144241108,0.027261753265922836,0.039403551287233385,0.022328147429685048,0.005211907453239739,0.00021403974103595402,0.020112801150862225,0.02675890901794986,0.0394029699519578,-0.009696463144241108
11d0zpz,0.14837016775780132,0.057510776417052156,0.02980588845132104,0.07794495269121882,0.06590351749055223,0.09371608517486152,0.1675980976339363,0.08746864021876462,0.09834172871611771,-0.14837016775780132,-0.057510776417052156,0.02980588845132104,-0.07794495269121882,-0.06590351749055223,-0.09371608517486152
11dcnxg,0.0017468249750862697,0.014664876898829782,0.3076451787153429,0.0051330074755275845,0.02957230018998036,0.12177308411485743,0.005422099523008335,0.03300877993783084,0.330868916644703,0.0017468249750862697,0.014664876898829782,0.3076451787153429,-0.0051330074755275845,-0.02957230018998036,0.12177308411485743
11dhu54,0.08277095084451247,0.03926952200123868,0.028652543447559076,0.037367645087501344,0.08365197405947455,0.04928560835266005,0.0908150384192517,0.09241075761107455,0.05700911713670064,0.08277095084451247,-0.03926952200123868,-0.028652543447559076,-0.037367645087501344,-0.08365197405947455,-0.04928560835266005
11dmvyo,0.004333452202071264,0.011663052384302208,0.03167525009001704,0.12210948841055558,0.05078999298457987,0.10233380327061514,0.1221863575358364,0.052111900543855144,0.10712389444047526,-0.004333452202071264,-0.011663052384302208,-0.03167525009001704,0.12210948841055558,0.05078999298457987,0.10233380327061514
11dqgwe,0.0067978105302861636,0.10401902439215593,0.2707181781498029,0.0990981939174489,0.2623034588810125,0.018272856115546077,0.0993310740186875,0.2821755871375817,0.27133416528584803,0.0067978105302861636,0.10401902439215593,0.2707181781498029,0.0990981939174489,0.2623034588810125,0.018272856115546077
11ehnf4,0.009478081798660831,0.0016253228866753844,0.025240083772326116,0.07833391784047272,0.05128894306902243,0.01712485953523224,0.07890523885535128,0.05131468947215188,0.03050119084454695,-0.009478081798660831,-0.0016253228866753844,-0.025240083772326116,0.07833391784047272,0.05128894306902243,0.01712485953523224
11ej70l,0.06343168041564873,0.09233159553602377,0.0908615796637573,0.011121942668923523,0.04494118666826186,0.017059164301961083,0.06439934540881465,0.10268804114101818,0.09244913058365999,-0.06343168041564873,-0.09233159553602377,0.0908615796637573,-0.011121942668923523,-0.04494118666826186,-0.017059164301961083
11ejtdq,0.03244691668939392,0.07422308871699235,0.05981588929256887,0.10743088552089297,0.043805295700469316,0.0451088178188126,0.1122238725336623,0.0861856764787286,0.07491826250569136,-0.03244691668939392,-0.07422308871699235,-0.05981588929256887,0.10743088552089297,0.043805295700469316,0.0451088178188126
11ert9w,0.009253044348931816,0.005887629110753245,0.048498540001185475,0.001471223402117694,0.0508528745870338,0.04462034993590969,0.009369275746942117,0.05119256811599099,0.06590207895544437,0.009253044348931816,0.005887629110753245,0.048498540001185475,-0.001471223402117694,-0.0508528745870338,-0.04462034993590969
