strata_col,strata_level,metric,comparison,n_pairs,mean_a,mean_b,mean_diff_a_minus_b,wilcoxon_stat,p_value
selected_hit_count,15,abs_delta_valence,mask vs deletion,1,0.030099221906171758,0.022849952960237507,0.007249268945934251,,
selected_hit_count,15,abs_delta_valence,replacement_lowgap vs deletion,1,0.08170903089873072,0.022849952960237507,0.05885907793849321,,
selected_hit_count,15,abs_delta_arousal,mask vs replacement_lowgap,1,0.5053281432277723,0.032506693444481094,0.4728214497832912,,
selected_hit_count,15,abs_delta_arousal,mask vs deletion,1,0.5053281432277723,0.48706030010177814,0.018267843125994165,,
selected_hit_count,15,abs_delta_arousal,replacement_lowgap vs deletion,1,0.032506693444481094,0.48706030010177814,-0.45455360665729705,,
selected_hit_count,15,delta_affect_shift_mag,mask vs replacement_lowgap,1,0.5062237603050502,0.08793776690991875,0.4182859933951315,,
selected_hit_count,15,delta_affect_shift_mag,mask vs deletion,1,0.5062237603050502,0.48759599699497047,0.01862776331007976,,
selected_hit_count,15,delta_affect_shift_mag,replacement_lowgap vs deletion,1,0.08793776690991875,0.48759599699497047,-0.39965823008505175,,
selected_hit_type_count,1,abs_delta_valence,mask vs replacement_lowgap,4895,0.08109999363453514,0.10101427768292157,-0.019914284048386414,4774747.0,8.487654561684417e-35
selected_hit_type_count,1,abs_delta_valence,mask vs deletion,4895,0.08109999363453514,0.07022752420218302,0.010872469432352143,4550569.0,4.206116454208137e-48
selected_hit_type_count,1,abs_delta_valence,replacement_lowgap vs deletion,4895,0.10101427768292157,0.07022752420218302,0.03078675348073856,3612861.0,7.25785140877751e-128
selected_hit_type_count,1,abs_delta_arousal,mask vs replacement_lowgap,4895,0.07525798908784681,0.07493188255093361,0.0003261065369132054,5690631.0,0.002345506745210561
selected_hit_type_count,1,abs_delta_arousal,mask vs deletion,4895,0.07525798908784681,0.07017885445348157,0.005079134634365239,5180594.0,2.388441194620117e-16
selected_hit_type_count,1,abs_delta_arousal,replacement_lowgap vs deletion,4895,0.07493188255093361,0.07017885445348157,0.004753028097452034,5792303.0,0.04397314209567547
selected_hit_type_count,1,delta_affect_shift_mag,mask vs replacement_lowgap,4895,0.12240452032335714,0.1384179650006186,-0.016013444677261467,5178617.0,2.0220387929072932e-16
selected_hit_type_count,1,delta_affect_shift_mag,mask vs deletion,4895,0.12240452032335714,0.11011563318638186,0.012288887136975254,4465629.0,1.0056071294063793e-53
selected_hit_type_count,1,delta_affect_shift_mag,replacement_lowgap vs deletion,4895,0.1384179650006186,0.11011563318638186,0.02830233181423672,4047525.0,4.756866825573848e-86
selected_hit_type_count,2,abs_delta_valence,mask vs replacement_lowgap,1285,0.11296856669834719,0.1283639392554832,-0.01539537255713602,361328.0,9.892545073268691e-05
selected_hit_type_count,2,abs_delta_valence,mask vs deletion,1285,0.11296856669834719,0.09850144387948989,0.01446712281885728,296276.0,1.599188865870801e-18
selected_hit_type_count,2,abs_delta_valence,replacement_lowgap vs deletion,1285,0.1283639392554832,0.09850144387948989,0.029862495375993302,281605.0,4.829320783825048e-23
selected_hit_type_count,2,abs_delta_arousal,mask vs replacement_lowgap,1285,0.09795610635108035,0.09720373675697613,0.0007523695941042233,392708.0,0.12485393638368736
selected_hit_type_count,2,abs_delta_arousal,mask vs deletion,1285,0.09795610635108035,0.09172378607829329,0.006232320272787058,372011.0,0.0019996385013070464
selected_hit_type_count,2,abs_delta_arousal,replacement_lowgap vs deletion,1285,0.09720373675697613,0.09172378607829329,0.005479950678682835,406998.0,0.6450219450852521
selected_hit_type_count,2,delta_affect_shift_mag,mask vs replacement_lowgap,1285,0.16625434588474058,0.17916947057856494,-0.012915124693824317,378853.0,0.009993726683104064
selected_hit_type_count,2,delta_affect_shift_mag,mask vs deletion,1285,0.16625434588474058,0.15062532943980672,0.01562901644493387,296630.0,2.025410253573796e-18
selected_hit_type_count,2,delta_affect_shift_mag,replacement_lowgap vs deletion,1285,0.17916947057856494,0.15062532943980672,0.028544141138758184,310239.0,1.0502131059370264e-14
selected_hit_type_count,3,abs_delta_valence,mask vs replacement_lowgap,251,0.13603194346821473,0.14135404650996466,-0.005322103041749981,15762.0,0.9646692581826323
selected_hit_type_count,3,abs_delta_valence,mask vs deletion,251,0.13603194346821473,0.12638382660009978,0.009648116868114936,14275.0,0.18161524226811887
selected_hit_type_count,3,abs_delta_valence,replacement_lowgap vs deletion,251,0.14135404650996466,0.12638382660009978,0.014970219909864918,14281.0,0.18332493535355898
selected_hit_type_count,3,abs_delta_arousal,mask vs replacement_lowgap,251,0.13360686421938664,0.1368717199380796,-0.0032648557186929486,15748.0,0.9549798151000817
selected_hit_type_count,3,abs_delta_arousal,mask vs deletion,251,0.13360686421938664,0.13154238614974695,0.00206447806963969,15603.0,0.8552757606107398
selected_hit_type_count,3,abs_delta_arousal,replacement_lowgap vs deletion,251,0.1368717199380796,0.13154238614974695,0.005329333788332638,15486.0,0.7764033995038264
selected_hit_type_count,3,delta_affect_shift_mag,mask vs replacement_lowgap,251,0.21601311065358117,0.22358874764902129,-0.007575636995440124,15482.0,0.7737423533037818
selected_hit_type_count,3,delta_affect_shift_mag,mask vs deletion,251,0.21601311065358117,0.20743573439724042,0.008577376256340735,14203.0,0.16201331841139543
selected_hit_type_count,3,delta_affect_shift_mag,replacement_lowgap vs deletion,251,0.22358874764902129,0.20743573439724042,0.016153013251780857,14402.0,0.22038880759261825
selected_hit_type_count,4,abs_delta_valence,mask vs replacement_lowgap,45,0.11218271236700512,0.15836278120119435,-0.046180068834189236,351.0,0.06051484203152313
selected_hit_type_count,4,abs_delta_valence,mask vs deletion,45,0.11218271236700512,0.11951797108298386,-0.007335258715978732,466.0,0.5683001623108339
selected_hit_type_count,4,abs_delta_valence,replacement_lowgap vs deletion,45,0.15836278120119435,0.11951797108298386,0.038844810118210504,423.0,0.291723080940983
selected_hit_type_count,4,abs_delta_arousal,mask vs replacement_lowgap,45,0.09933288187197137,0.13639385338871657,-0.037060971516745235,458.0,0.509063839695898
selected_hit_type_count,4,abs_delta_arousal,mask vs deletion,45,0.09933288187197137,0.10319029223880317,-0.0038574103668318335,483.0,0.7038380855590276
selected_hit_type_count,4,abs_delta_arousal,replacement_lowgap vs deletion,45,0.13639385338871657,0.10319029223880317,0.033203561149913394,469.0,0.5913168606573436
